Artist,Song,listeners,playcount,rank,track_url,artist_url,duration_min,duration,genre,genre_description,artist_listeners,artist_playcount
Lil Peep,Star Shopping,992325,23299375,266,https://www.last.fm/music/Lil+Peep/_/Star+Shopping,https://www.last.fm/music/Lil+Peep,2.35,2 мин 21 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",2036057,335618973
Salvia Palth,I Was All Over Her,1230446,23293564,267,https://www.last.fm/music/Salvia+Palth/_/I+Was+All+Over+Her,https://www.last.fm/music/Salvia+Palth,2.716666666666667,2 мин 43 сек,lofi,"Lo-fi is an aesthetic in music production which uses low fidelity recording practices. Its use is usually due to the artist’s financial limitations. Many lo-fi artists use inexpensive cassette tape recorders for their music. The term was coined by WFMU DJ William Berger who dedicated a half hour segment of his program to home recorded music throughout the late ’80s under the name Lo-fi…
As a term to describe a musical genre, lo-fi is mainly associated with recordings from the 1980s onwards",1539022,53564912
Lana Del Rey,Diet Mountain Dew,1720149,23278689,268,https://www.last.fm/music/Lana+Del+Rey/_/Diet+Mountain+Dew,https://www.last.fm/music/Lana+Del+Rey,3.7,3 мин 42 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",5015086,1452606942
Mac DeMarco,For the First Time,1477955,23224233,269,https://www.last.fm/music/Mac+DeMarco/_/For+the+First+Time,https://www.last.fm/music/Mac+DeMarco,3.033333333333333,3 мин 02 сек,lofi,"Lo-fi is an aesthetic in music production which uses low fidelity recording practices. Its use is usually due to the artist’s financial limitations. Many lo-fi artists use inexpensive cassette tape recorders for their music. The term was coined by WFMU DJ William Berger who dedicated a half hour segment of his program to home recorded music throughout the late ’80s under the name Lo-fi…
As a term to describe a musical genre, lo-fi is mainly associated with recordings from the 1980s onwards",3056926,315097825
System of a Down,Lonely Day,2054175,23110349,270,https://www.last.fm/music/System+of+a+Down/_/Lonely+Day,https://www.last.fm/music/System+of+a+Down,2.783333333333333,2 мин 47 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",5627903,482915203
Sabrina Carpenter,Bed Chem,1154434,23088256,271,https://www.last.fm/music/Sabrina+Carpenter/_/Bed+Chem,https://www.last.fm/music/Sabrina+Carpenter,2.85,2 мин 51 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Michael Jackson,Billie Jean,2933354,23067980,272,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean,https://www.last.fm/music/Michael+Jackson,4.9,4 мин 54 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",6538270,321681313
Kali Uchis,"After the Storm (feat. Tyler, the Creator & Bootsy Collins)",1561540,23058736,273,"https://www.last.fm/music/Kali+Uchis/_/After+the+Storm+(feat.+Tyler,+the+Creator+&+Bootsy+Collins)",https://www.last.fm/music/Kali+Uchis,3.45,3 мин 27 сек,soul,"Soul music is a music genre that combines rhythm and blues and gospel music, originating in the United States.  According to the Rock and Roll Hall of Fame, soul is ""music that arose out of the black experience in America through the transmutation of gospel and rhythm & blues into a form of funky, secular testifying."" The genre occasionally uses improvisational additions, twirls and auxiliary sounds. Catchy rhythms, stressed by handclaps and plastic body moves, are an important feature.",2873166,286343970
Kendrick Lamar,DNA.,1640597,23042055,274,https://www.last.fm/music/Kendrick+Lamar/_/DNA.,https://www.last.fm/music/Kendrick+Lamar,3.0833333333333335,3 мин 05 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",4853576,961298486
Slowdive,When the Sun Hits,1390158,23039565,275,https://www.last.fm/music/Slowdive/_/When+the+Sun+Hits,https://www.last.fm/music/Slowdive,4.783333333333333,4 мин 47 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2056538,135149090
Tame Impala,Let It Happen,1604100,23037116,276,https://www.last.fm/music/Tame+Impala/_/Let+It+Happen,https://www.last.fm/music/Tame+Impala,7.766666666666667,7 мин 46 сек,psychedelic rock,"Psychedelic rock is a subgenre of rock that emerged in the '60s. It is influenced by the psychedelic culture of the time, and psychedelic (psychotropic) drugs, such as LSD and shrooms.

The musical style often incorporates flowing, hypnotic rhythms. Typical instruments associated with the genre include electric guitar, which is often augmented with effects pedals; various types of organs, which include Hammonds and Farfisas; bass guitar, and drums. Vocals in psychedelic rock music are also sometimes augmented with effects.",3973723,363435092
Britney Spears,Gimme More,1978218,22973446,277,https://www.last.fm/music/Britney+Spears/_/Gimme+More,https://www.last.fm/music/Britney+Spears,4.183333333333334,4 мин 11 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",6183787,470515130
Dua Lipa,Don't Start Now,1468778,22889493,278,https://www.last.fm/music/Dua+Lipa/_/Don%27t+Start+Now,https://www.last.fm/music/Dua+Lipa,3.05,3 мин 03 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3101130,300824016
Taylor Swift,Wildest Dreams (Taylor's Version),1085080,22882527,279,https://www.last.fm/music/Taylor+Swift/_/Wildest+Dreams+(Taylor%27s+Version),https://www.last.fm/music/Taylor+Swift,3.6666666666666665,3 мин 40 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Cage the Elephant,Cigarette Daydreams,1608660,22874910,280,https://www.last.fm/music/Cage+the+Elephant/_/Cigarette+Daydreams,https://www.last.fm/music/Cage+the+Elephant,3.466666666666667,3 мин 28 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",3254479,138394202
Frank Ocean,Chanel,1375907,22863833,281,https://www.last.fm/music/Frank+Ocean/_/Chanel,https://www.last.fm/music/Frank+Ocean,3.4833333333333334,3 мин 29 сек,r&b,"R&B is a musical genre that began to develop as a distinct style in the early 1950s. Originally known as rhythm and blues, it was primarily created by African American musicians and drew influence from both blues and early rock 'n' roll, with significant interaction between these genres. Over time, musicians from different backgrounds adopted the style and introduced new elements. In the 1950s, artists like Muddy Waters contributed to shaping the genre by emphasizing faster melodies and energetic rhythms",4050358,720227825
LE SSERAFIM,ANTIFRAGILE,798504,22843644,282,https://www.last.fm/music/LE+SSERAFIM/_/ANTIFRAGILE,https://www.last.fm/music/LE+SSERAFIM,3.066666666666667,3 мин 04 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1469756,245627777
Nirvana,Heart-Shaped Box,2222280,22839431,283,https://www.last.fm/music/Nirvana/_/Heart-Shaped+Box,https://www.last.fm/music/Nirvana,4.866666666666666,4 мин 52 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7287891,550730215
Bruno Mars,Locked Out of Heaven,2266993,22832105,284,https://www.last.fm/music/Bruno+Mars/_/Locked+Out+of+Heaven,https://www.last.fm/music/Bruno+Mars,3.8833333333333333,3 мин 53 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",4931024,262452537
My Chemical Romance,Welcome to the Black Parade,2015359,22797928,285,https://www.last.fm/music/My+Chemical+Romance/_/Welcome+to+the+Black+Parade,https://www.last.fm/music/My+Chemical+Romance,4.616666666666666,4 мин 37 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",4642406,493706168
Katy Perry,Teenage Dream,2138230,22714306,286,https://www.last.fm/music/Katy+Perry/_/Teenage+Dream,https://www.last.fm/music/Katy+Perry,3.783333333333333,3 мин 47 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",6874177,414166735
M83,Midnight City,2000803,22708424,287,https://www.last.fm/music/M83/_/Midnight+City,https://www.last.fm/music/M83,4.05,4 мин 03 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",3409948,136350915
Linkin Park,One Step Closer,2092796,22662985,288,https://www.last.fm/music/Linkin+Park/_/One+Step+Closer,https://www.last.fm/music/Linkin+Park,3.683333333333333,3 мин 41 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",6677126,686195766
Lady Gaga,Abracadabra,1031507,22611220,289,https://www.last.fm/music/Lady+Gaga/_/Abracadabra,https://www.last.fm/music/Lady+Gaga,3.7333333333333334,3 мин 44 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",7435460,963915459
Kings of Leon,Use Somebody,2237203,22497425,290,https://www.last.fm/music/Kings+of+Leon/_/Use+Somebody,https://www.last.fm/music/Kings+of+Leon,3.8333333333333335,3 мин 50 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",5000974,260319663
The Smiths,This Charming Man - 2011 Remaster,1507235,22491597,291,https://www.last.fm/music/The+Smiths/_/This+Charming+Man+-+2011+Remaster,https://www.last.fm/music/The+Smiths,2.7,2 мин 42 сек,punk,"Rooted in garage rock, punk started as Punk Rock and eschewed the perceived excesses of virtuosism, technical and complicated: progressive rock. it sounds faster, noisier and raw, with short songs, low-cost instrumentation, and often anti-establishment lyrics. Punk Counterculture embraces: DIY ethic (do it yourself), self-produced albums, fanzines and squatts. ideologically use to be related to: anarchism, atheism, individualism and internationalism.",4823841,497909285
Rihanna,Only Girl (In the World),2170469,22440115,292,https://www.last.fm/music/Rihanna/_/Only+Girl+(In+the+World),https://www.last.fm/music/Rihanna,3.9166666666666665,3 мин 55 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",8003572,554957209
The Police,Every Breath You Take,2557491,22434763,293,https://www.last.fm/music/The+Police/_/Every+Breath+You+Take,https://www.last.fm/music/The+Police,4.233333333333333,4 мин 14 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",4320426,102623887
Childish Gambino,LES,1282225,22412342,294,https://www.last.fm/music/Childish+Gambino/_/LES,https://www.last.fm/music/Childish+Gambino,5.35,5 мин 21 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3592125,301295298
Glass Animals,Heat Waves,1429347,22410749,295,https://www.last.fm/music/Glass+Animals/_/Heat+Waves,https://www.last.fm/music/Glass+Animals,3.966666666666667,3 мин 58 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",2474614,126824068
Slipknot,Duality,1687532,22402045,296,https://www.last.fm/music/Slipknot/_/Duality,https://www.last.fm/music/Slipknot,4.25,4 мин 15 сек,metal,"Metal is a subgenre of rock music that developed in the late 1960s and early 1970s. With roots in blues-rock and psychedelic rock, the bands that created heavy metal developed a thick, massive sound characterized by highly amplified distortion and extended guitar solos. Allmusic states that, “of all rock & roll’s myriad forms, heavy metal is the most extreme in terms of volume, machismo and theatricality.”

Heavy metal has long had a worldwide following of fans known as metalheads or headbangers.",4059883,341294603
Kanye West,Violent Crimes,1229435,22388218,297,https://www.last.fm/music/Kanye+West/_/Violent+Crimes,https://www.last.fm/music/Kanye+West,5.266666666666667,5 мин 16 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",7696345,1425848929
Green Day,American Idiot,2410729,22385511,298,https://www.last.fm/music/Green+Day/_/American+Idiot,https://www.last.fm/music/Green+Day,2.933333333333333,2 мин 56 сек,punk rock,"Punk Rock is a musical genre that was so immense, important and influential that it gave rise to its own world known as simply Punk.

To understand Punk Rock we have to know the context in which the genre was generated and born. During the 70s, genres such as Progressive Rock and Pop Rock were the musical hegemony of the time; one of the most important aspects of these genres was that they required a certain sophistication, musical knowledge and technicality",6362081,421769996
Taylor Swift,Look What You Made Me Do,1190018,22310147,299,https://www.last.fm/music/Taylor+Swift/_/Look+What+You+Made+Me+Do,https://www.last.fm/music/Taylor+Swift,3.533333333333333,3 мин 32 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Taylor Swift,Fortnight (feat. Post Malone),993747,22299506,300,https://www.last.fm/music/Taylor+Swift/_/Fortnight+(feat.+Post+Malone),https://www.last.fm/music/Taylor+Swift,3.8,3 мин 48 сек,country,"Country music is a broad term, covering a great many styles of music predominantly created in the southern United States of America - however there are growing traditions of country music elsewhere, particularly in Canada and Australia.

Country music is generally characterized by its use of the guitar and its heavily-accented vocals describing life's hardships. A common joke runs that if one plays a country song backwards, the singer's child recovers from an illness",5681241,3437552088
Imogen Heap,Headlock,1424386,22299050,301,https://www.last.fm/music/Imogen+Heap/_/Headlock,https://www.last.fm/music/Imogen+Heap,3.566666666666667,3 мин 34 сек,electronic,"Electronic music refers to music that emphasizes the use of electronic musical instruments or electronic music technology as a central aspect of the sound of the music. Historically, electronic music was considered to be any music created with the use of electronic musical instruments or electronic processing, but in modern times, that distinction has been lost because almost all recorded music today, and the majority of live music performances, depend on extensive use of electronics.",2869469,84261279
a-ha,Take on Me,2689858,22220563,302,https://www.last.fm/music/a-ha/_/Take+on+Me,https://www.last.fm/music/a-ha,3.816666666666667,3 мин 49 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3243662,56323939
girl in red,we fell in love in october,1678947,22166263,303,https://www.last.fm/music/girl+in+red/_/we+fell+in+love+in+october,https://www.last.fm/music/girl+in+red,3.066666666666667,3 мин 04 сек,dream pop,"Dream pop, also written as dreampop, is a subgenre of alternative rock and neo-psychedelia that emphasizes atmosphere and sonic texture alongside pop melodies. It is characterized by features such as breathy vocals, dense production, and the use of effects like reverb, echo, tremolo, and chorus. The genre often overlaps with shoegaze, and the two terms have sometimes been used interchangeably.

Dream pop gained prominence in the 1980s through artists associated with the UK label 4AD, including Cocteau Twins, This Mortal Coil, and A.",2338101,107510189
Muse,Hysteria,1976185,22156225,304,https://www.last.fm/music/Muse/_/Hysteria,https://www.last.fm/music/Muse,3.8,3 мин 48 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",6182476,552537895
Sabrina Carpenter,Juno,1029002,22152438,305,https://www.last.fm/music/Sabrina+Carpenter/_/Juno,https://www.last.fm/music/Sabrina+Carpenter,3.716666666666667,3 мин 43 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2983902,547170223
Vance Joy,Riptide,1975750,22114833,306,https://www.last.fm/music/Vance+Joy/_/Riptide,https://www.last.fm/music/Vance+Joy,3.3833333333333333,3 мин 23 сек,folk,"Folk music can have a number of different meanings, including:

Traditional music: The original meaning of the term ""folk music"" was synonymous with the term ""Traditional music"", also often including Roots music; the term ""Traditional music"" was given its more specific meaning to distinguish it from the other definitions that ""Folk music"" is now considered to encompass.
Folk music can also describe a particular kind of popular music which is based on traditional music.",2314548,47274524
Doja Cat,Need to Know,1373199,22112788,307,https://www.last.fm/music/Doja+Cat/_/Need+to+Know,https://www.last.fm/music/Doja+Cat,3.5,3 мин 30 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",3400289,425173698
Nirvana,About a Girl,2493110,22107916,308,https://www.last.fm/music/Nirvana/_/About+a+Girl,https://www.last.fm/music/Nirvana,3.15,3 мин 09 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",7287891,550730215
NewJeans,ETA,799217,22087102,309,https://www.last.fm/music/NewJeans/_/ETA,https://www.last.fm/music/NewJeans,2.4,2 мин 24 сек,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
Wallows,Are You Bored Yet? (feat. Clairo),1474389,22074471,310,https://www.last.fm/music/Wallows/_/Are+You+Bored+Yet%3F+(feat.+Clairo),https://www.last.fm/music/Wallows,2.966666666666667,2 мин 58 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",1964646,118266430
The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,1500920,22053100,311,https://www.last.fm/music/The+Smiths/_/Heaven+Knows+I%27m+Miserable+Now+-+2011+Remaster,https://www.last.fm/music/The+Smiths,3.5833333333333335,3 мин 35 сек,punk,"Rooted in garage rock, punk started as Punk Rock and eschewed the perceived excesses of virtuosism, technical and complicated: progressive rock. it sounds faster, noisier and raw, with short songs, low-cost instrumentation, and often anti-establishment lyrics. Punk Counterculture embraces: DIY ethic (do it yourself), self-produced albums, fanzines and squatts. ideologically use to be related to: anarchism, atheism, individualism and internationalism.",4823841,497909285
Travis Scott,goosebumps,1604870,22020348,312,https://www.last.fm/music/Travis+Scott/_/goosebumps,https://www.last.fm/music/Travis+Scott,4.05,4 мин 03 сек,rap,"Rap is a vocal style, usually coming together with hip-hop, the musical genre off-shoot of the hip hop culture. Rapping itself, also known as emceeing, MCing, spitting, or just rhyming, is the rhythmic spoken delivery of rhymes and wordplay. Rapping is one of the four pillars of the hip hop culture, along with DJing, graffiti, and breaking.

Rap is also considered a separate genre from hip hop in some cases where the artists do not make music compatible with the hip hop culture.",186496,11673244
Snow Patrol,Chasing Cars,2263458,21983190,313,https://www.last.fm/music/Snow+Patrol/_/Chasing+Cars,https://www.last.fm/music/Snow+Patrol,4.45,4 мин 27 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",4050477,133393184
Tate McRae,greedy,1189535,21954429,314,https://www.last.fm/music/Tate+McRae/_/greedy,https://www.last.fm/music/Tate+McRae,2.183333333333333,2 мин 11 сек,pop,"Pop music is a broad-term for many different types of music: The term is flexible, and the music labeled ""pop"" changes frequently. It usually refers to popular, appealing and mostly mainstream music with emphasis on catchy melodies and an accessible style, with songs that tend to have a short to medium length. Some subgenres may include synthpop, electropop, bubblegum, sophisti-pop, hyperpop and many others.",2071651,221947016
NewJeans,Attention,808755,21894194,315,https://www.last.fm/music/NewJeans/_/Attention,https://www.last.fm/music/NewJeans,3.0,3 мин,k-pop,"K-pop means Korean pop, which is a musical genre, sometimes described more as an umbrella term, consisting of different music styles, including hip-hop, rap, jazz, r&b, dance, rock music and ballads. The name for the genre is first recorded in English around 1990–95. Strongly influenced by Western popular music, K-pop took off in 1992 with Seo Taiji and Boys, who incorporated rap, rock, and dance elements into Korean popular music.
Modern K-pop ""idol"" culture began later in the 1990s, as K-pop idol music grew into a subculture.",1659655,301436663
The Killers,When You Were Young,2245976,21891429,316,https://www.last.fm/music/The+Killers/_/When+You+Were+Young,https://www.last.fm/music/The+Killers,3.6666666666666665,3 мин 40 сек,indie,"The term 'indie' is best known as being an abbreviation for the word 'independent'. This term is used to differentiate between bands that were/are on a major record label and those that weren't. Indie is not a genre of music, and is only a term for bands on independent labels.",6721749,367204213
M.I.A.,Paper Planes,2180495,21866835,317,https://www.last.fm/music/M.I.A./_/Paper+Planes,https://www.last.fm/music/M.I.A.,3.4,3 мин 24 сек,hip hop,"Hip hop is a musical genre which developed alongside hip hop culture, defined by key stylistic elements such as rapping, DJing, sampling, scratching and beatboxing. Hip hop began in the Bronx in New York City in the 1970s, primarily among African Americans and Jamaican Americans, with some Latino influences.

The term rap is often used synonymously with hip hop, but hip hop denotes the practices of an entire subculture. Hip hop arose when DJs began isolating the percussion break from funk or disco songs for audiences to dance to.",3254448,99986255
Mitski,Nobody,1330350,21829725,318,https://www.last.fm/music/Mitski/_/Nobody,https://www.last.fm/music/Mitski,3.3666666666666667,3 мин 22 сек,indie rock,"Indie rock is a vague term used to identify rock artists that are or were unsigned, or have signed to small record labels, rather than major record labels.",3043525,600305252
Muse,Starlight,2050214,21829549,319,https://www.last.fm/music/Muse/_/Starlight,https://www.last.fm/music/Muse,3.9833333333333334,3 мин 59 сек,rock,"Rock music is a form of popular music with a prominent vocal melody, accompanied by guitar, drums, and bass. Many styles of rock music also use keyboard instruments such as organ, piano, mellotron, and synthesizers. Other instruments sometimes utilized in rock include saxophone, harmonica, violin, flute, French horn, banjo, melodica, and timpani. Also, less common stringed instruments such as mandolin and sitar are used. Rock music usually has a strong back beat",6182476,552537895
